Model,CalculationLevel,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,IsSchool,IsSchoolCalculationUnit,CalculationUnitType,CalculationUnitName,CalculationUnitSequence,SchoolCalculationUnitCount,OperationalEnrollmentBasis,CharterBuildingPolicy,FundingSection,Component,RateComponent,QuantityType,SourceField,Rule,RawInputValue,AppliedFactor,FundingQuantity,CalculationStatus,CalculationComplete,ProvidedFundingRate,RateBasis,RateSourceCell,RecalculatedFundingRate,SelectedFundingRate,SelectedMethod,FundingRate,RateMethod,RateAvailable,FundingAmount,FundingComplete
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,FALSE,Official school/program record,New Castle Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Low Income,Opportunity Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,133,0.675,89.775,Calculated from official shared school/charter total,TRUE,4953.004947079573,Per weighted student,Calculator!E20,4948.460869286712,4948.460869286712,recalculated,4948.460869286712,recalculated,TRUE,444248.0745402146,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,432,New Castle Elementary School,TRUE,FALSE,Official school/program record,New Castle Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Multilingual Learner,Opportunity Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,77,0.47,36.19,Calculated from official shared school/charter total,TRUE,4953.004947079573,Per weighted student,Calculator!E21,4948.460869286712,4948.460869286712,recalculated,4948.460869286712,recalculated,TRUE,179084.7988594861,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,490,Penn (William) High School,TRUE,TRUE,School-code record,Penn (William) High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Administrative Support Professionals,Administrative Support Professionals,Position,AdministrativeSupportBase,One per 10 positions through 100; one per completed 12 thereafter.,213.28232967032963,,19,Calculated using threshold formula,TRUE,74017,Per position,Calculator!E15,,,,74017,provided,TRUE,1406323,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,490,Penn (William) High School,TRUE,TRUE,School-code record,Penn (William) High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Assistant Principal,Assistant Principal,Position,AssistantPrincipalBase,"Apply the 25, 30, 50, 55, and additional 20-position thresholds.",231.28232967032963,,10,Calculated using threshold formula,TRUE,134266,Per position,Calculator!E14,,,,134266,provided,TRUE,1342660,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,490,Penn (William) High School,TRUE,TRUE,School-code record,Penn (William) High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - 4-12 Regular Education,Division I Teacher - 4-12 Regular Education,Position,Enrollment4_12,Regular 4-12 enrollment divided by 20.,1446,0.05,72.3,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E7,,,,96155,provided,TRUE,6952006.5,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,490,Penn (William) High School,TRUE,TRUE,School-code record,Penn (William) High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Complex Special Education,Division I Teacher - Complex Special Education,Position,EnrollmentComplex,Complex enrollment divided by 2.6.,42,0.3846153846153846,16.153846153846153,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E10,,,,96155,provided,TRUE,1553273.0769230768,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,490,Penn (William) High School,TRUE,TRUE,School-code record,Penn (William) High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Intensive Special Education,Division I Teacher - Intensive Special Education,Position,EnrollmentIntense,Intensive enrollment divided by 6.,319,0.16666666666666666,53.166666666666664,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E9,,,,96155,provided,TRUE,5112240.833333333,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,490,Penn (William) High School,TRUE,TRUE,School-code record,Penn (William) High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - K-3 Regular Education,Division I Teacher - K-3 Regular Education,Position,EnrollmentK3,Regular K-3 enrollment divided by 16.2.,0,0.0617283950617284,0,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E6,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,490,Penn (William) High School,TRUE,TRUE,School-code record,Penn (William) High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,198,0.11904761904761904,23.57142857142857,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E8,,,,96155,provided,TRUE,2266510.714285714,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,490,Penn (William) High School,TRUE,TRUE,School-code record,Penn (William) High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",176.90194139194136,0.2,35.380388278388274,Calculated from school calculation-unit Base Division I positions,TRUE,96155,Per position,Calculator!E16,,,,96155,provided,TRUE,3402001.2349084243,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,490,Penn (William) High School,TRUE,TRUE,School-code record,Penn (William) High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,1,1,1,One principal per school code,TRUE,153065,Per position,Calculator!E13,,,,153065,provided,TRUE,153065,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,490,Penn (William) High School,TRUE,TRUE,School-code record,Penn (William) High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",-11.71,1,-11.71,Provided by shared unit-count input,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,-1125975.05,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,490,Penn (William) High School,TRUE,TRUE,School-code record,Penn (William) High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",23.42,1,23.42,Provided by shared unit-count input,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,2251950.1,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,490,Penn (William) High School,TRUE,FALSE,Official school/program record,Penn (William) High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Basic Special Education,Operational Funding - Basic Special Education,Weighted student,EnrollmentPreK + EnrollmentBasicK12,Basic Pre-K special education plus Basic K-12 enrollment multiplied by 0.48.,198,0.48,95.04,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E28,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,308856.45472455496,TRUE
Proposed model,School,2026,2025-09-30,34,Colonial School District,District,TRUE,490,Penn (William) High School,TRUE,FALSE,Official school/program record,Penn (William) High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Complex Special Education,Operational Funding - Complex Special Education,Weighted student,EnrollmentComplex,Complex enrollment multiplied by 1.54.,42,1.54,64.68,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E30,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,210193.9761319888,TRUE
